Serial Number,Conrod Name,Conrod Variant,Conrod Size,Small End Diameter,Big End Diameter,Center Distance,Pin Name,Pin Size,Ball Bearing Name,Ball Bearing Variant,Ball Bearing Size,Amount
754,XCD 135,Local,1,,,,XCD 135,1,XCD -135,Local,1,
755,XCD 135,Local,2,,,,XCD 135,2,XCD -135,Local,2,
756,XCD 135,Local,3,,,,XCD 135,3,XCD -135,Local,3,
757,XCD 135,Local,4,,,,XCD 135,4,XCD -135,Local,4,
758,XCD 135,Local,5,,,,XCD 135,5,XCD -135,Local,5,
759,XCD 135,Local,6,,,,XCD 135,6,XCD -135,Local,6,
760,XCD 135,Local,7,,,,XCD 135,7,XCD -135,Local,7,
761,XCD 135,NRB,STD,,,,XCD 135,STD,XCD -135,NRB,STD,
762,XCD 135,NRB,1,,,,XCD 135,1,XCD -135,NRB,1,
763,XCD 135,NRB,2,,,,XCD 135,2,XCD -135,NRB,2,
764,XCD 135,NRB,3,,,,XCD 135,3,XCD -135,NRB,3,
765,XCD 135,NRB,4,,,,XCD 135,4,XCD -135,NRB,4,
766,XCD 135,NRB,5,,,,XCD 135,5,XCD -135,NRB,5,
767,XCD 135,NRB,6,,,,XCD 135,6,XCD -135,NRB,6,
768,XCD 135,NRB,7,,,,XCD 135,7,XCD -135,NRB,7,
769,RX - 100,Local,STD,,,,RX 100,STD,RX - 100,Local,STD,
770,RX - 100,Local,1,,,,RX 100,1,RX - 100,Local,1,
771,RX - 100,Local,2,,,,RX 100,2,RX - 100,Local,2,
772,RX - 100,Local,3,,,,RX 100,3,RX - 100,Local,3,
773,RX - 100,Local,4,,,,RX 100,4,RX - 100,Local,4,
774,RX - 100,Local,5,,,,RX 100,5,RX - 100,Local,5,
775,RX - 100,Local,6,,,,RX 100,6,RX - 100,Local,6,
776,RX - 100,Local,7,,,,RX 100,7,RX - 100,Local,7,
777,RX - 100,NRB,STD,,,,RX 100,STD,RX - 100,NRB,STD,
778,RX - 100,NRB,1,,,,RX 100,1,RX - 100,NRB,1,
779,RX - 100,NRB,2,,,,RX 100,2,RX - 100,NRB,2,
780,RX - 100,NRB,3,,,,RX 100,3,RX - 100,NRB,3,
781,RX - 100,NRB,4,,,,RX 100,4,RX - 100,NRB,4,
782,RX - 100,NRB,5,,,,RX 100,5,RX - 100,NRB,5,
783,RX - 100,NRB,6,,,,RX 100,6,RX - 100,NRB,6,
784,RX - 100,NRB,7,,,,RX 100,7,RX - 100,NRB,7,
785,RXG,Local,STD,,,,RX 100,STD,RX - 100,Local,STD,
786,RXG,Local,1,,,,RX 100,1,RX - 100,Local,1,
787,RXG,Local,2,,,,RX 100,2,RX - 100,Local,2,
788,RXG,Local,3,,,,RX 100,3,RX - 100,Local,3,
789,RXG,Local,4,,,,RX 100,4,RX - 100,Local,4,
790,RXG,Local,5,,,,RX 100,5,RX - 100,Local,5,
791,RXG,Local,6,,,,RX 100,6,RX - 100,Local,6,
792,RXG,Local,7,,,,RX 100,7,RX - 100,Local,7,
793,RXG,NRB,STD,,,,RX 100,STD,RX - 100,NRB,STD,
794,RXG,NRB,1,,,,RX 100,1,RX - 100,NRB,1,
795,RXG,NRB,2,,,,RX 100,2,RX - 100,NRB,2,
796,RXG,NRB,3,,,,RX 100,3,RX - 100,NRB,3,
797,RXG,NRB,4,,,,RX 100,4,RX - 100,NRB,4,
798,RXG,NRB,5,,,,RX 100,5,RX - 100,NRB,5,
799,RXG,NRB,6,,,,RX 100,6,RX - 100,NRB,6,
800,RXG,NRB,7,,,,RX 100,7,RX - 100,NRB,7,
801,SZ X - 100,Local,STD,,,,SZ X - 100,STD,SZ X - 100,Local,STD,
802,SZ X - 100,Local,1,,,,SZ X - 100,1,SZ X - 100,Local,1,
803,SZ X - 100,Local,2,,,,SZ X - 100,2,SZ X - 100,Local,2,
804,SZ X - 100,Local,3,,,,SZ X - 100,3,SZ X - 100,Local,3,
805,SZ X - 100,Local,4,,,,SZ X - 100,4,SZ X - 100,Local,4,
806,SZ X - 100,Local,5,,,,SZ X - 100,5,SZ X - 100,Local,5,
807,SZ X - 100,Local,6,,,,SZ X - 100,6,SZ X - 100,Local,6,
808,SZ X - 100,Local,7,,,,SZ X - 100,7,SZ X - 100,Local,7,
809,SZ X - 100,NRB,STD,,,,SZ X - 100,STD,SZ X - 100,NRB,STD,
810,SZ X - 100,NRB,1,,,,SZ X - 100,1,SZ X - 100,NRB,1,
811,SZ X - 100,NRB,2,,,,SZ X - 100,2,SZ X - 100,NRB,2,
812,SZ X - 100,NRB,3,,,,SZ X - 100,3,SZ X - 100,NRB,3,
813,SZ X - 100,NRB,4,,,,SZ X - 100,4,SZ X - 100,NRB,4,
814,SZ X - 100,NRB,5,,,,SZ X - 100,5,SZ X - 100,NRB,5,
815,SZ X - 100,NRB,6,,,,SZ X - 100,6,SZ X - 100,NRB,6,
816,SZ X - 100,NRB,7,,,,SZ X - 100,7,SZ X - 100,NRB,7,
817,XL - Super,Local,STD,,,,XL - Super,STD,XL - Super,Local,STD,
818,XL - Super,Local,1,,,,XL - Super,1,XL - Super,Local,1,
819,XL - Super,Local,2,,,,XL - Super,2,XL - Super,Local,2,
820,XL - Super,Local,3,,,,XL - Super,3,XL - Super,Local,3,
821,XL - Super,Local,4,,,,XL - Super,4,XL - Super,Local,4,
822,XL - Super,Local,5,,,,XL - Super,5,XL - Super,Local,5,
823,XL - Super,Local,6,,,,XL - Super,6,XL - Super,Local,6,
824,XL - Super,Local,7,,,,XL - Super,7,XL - Super,Local,7,
825,XL - Super,NRB,STD,,,,XL - Super,STD,XL - Super,NRB,STD,
826,XL - Super,NRB,1,,,,XL - Super,1,XL - Super,NRB,1,
827,XL - Super,NRB,2,,,,XL - Super,2,XL - Super,NRB,2,
828,XL - Super,NRB,3,,,,XL - Super,3,XL - Super,NRB,3,
829,XL - Super,NRB,4,,,,XL - Super,4,XL - Super,NRB,4,
830,XL - Super,NRB,5,,,,XL - Super,5,XL - Super,NRB,5,
831,XL - Super,NRB,6,,,,XL - Super,6,XL - Super,NRB,6,
832,XL - Super,NRB,7,,,,XL - Super,7,XL - Super,NRB,7,
833,XT,Local,STD,,,,XL - Super,STD,XL - Super,Local,STD,
834,XT,Local,1,,,,XL - Super,1,XL - Super,Local,1,
835,XT,Local,2,,,,XL - Super,2,XL - Super,Local,2,
836,XT,Local,3,,,,XL - Super,3,XL - Super,Local,3,
837,XT,Local,4,,,,XL - Super,4,XL - Super,Local,4,
838,XT,Local,5,,,,XL - Super,5,XL - Super,Local,5,
839,XT,Local,6,,,,XL - Super,6,XL - Super,Local,6,
840,XT,Local,7,,,,XL - Super,7,XL - Super,Local,7,
841,XT,NRB,STD,,,,XL - Super,STD,XL - Super,NRB,STD,
842,XT,NRB,1,,,,XL - Super,1,XL - Super,NRB,1,
843,XT,NRB,2,,,,XL - Super,2,XL - Super,NRB,2,
844,XT,NRB,3,,,,XL - Super,3,XL - Super,NRB,3,
845,XT,NRB,4,,,,XL - Super,4,XL - Super,NRB,4,
846,XT,NRB,5,,,,XL - Super,5,XL - Super,NRB,5,
847,XT,NRB,6,,,,XL - Super,6,XL - Super,NRB,6,
848,XT,NRB,7,,,,XL - Super,7,XL - Super,NRB,7,
849,CBZ,Local,STD,,,,CBZ,STD,Pulsar 180,Local,STD,
850,CBZ,Local,1,,,,CBZ,1,Pulsar 180,Local,1,
851,CBZ,Local,2,,,,CBZ,2,Pulsar 180,Local,2,
852,CBZ,Local,3,,,,CBZ,3,Pulsar 180,Local,3,
853,CBZ,Local,4,,,,CBZ,4,Pulsar 180,Local,4,
854,CBZ,Local,5,,,,CBZ,5,Pulsar 180,Local,5,
855,CBZ,Local,6,,,,CBZ,6,Pulsar 180,Local,6,
856,CBZ,Local,7,,,,CBZ,7,Pulsar 180,Local,7,
857,CBZ,NRB,STD,,,,CBZ,STD,Pulsar 180,NRB,STD,
858,CBZ,NRB,1,,,,CBZ,1,Pulsar 180,NRB,1,
859,CBZ,NRB,2,,,,CBZ,2,Pulsar 180,NRB,2,
860,CBZ,NRB,3,,,,CBZ,3,Pulsar 180,NRB,3,
861,CBZ,NRB,4,,,,CBZ,4,Pulsar 180,NRB,4,
862,CBZ,NRB,5,,,,CBZ,5,Pulsar 180,NRB,5,
863,CBZ,NRB,6,,,,CBZ,6,Pulsar 180,NRB,6,
864,CBZ,NRB,7,,,,CBZ,7,Pulsar 180,NRB,7,
865,Karizma,Local,STD,,,,Karizma,STD,Pulsar 180,Local,STD,
866,Karizma,Local,1,,,,Karizma,1,Pulsar 180,Local,1,
867,Karizma,Local,2,,,,Karizma,2,Pulsar 180,Local,2,
868,Karizma,Local,3,,,,Karizma,3,Pulsar 180,Local,3,
869,Karizma,Local,4,,,,Karizma,4,Pulsar 180,Local,4,
870,Karizma,Local,5,,,,Karizma,5,Pulsar 180,Local,5,
871,Karizma,Local,6,,,,Karizma,6,Pulsar 180,Local,6,
872,Karizma,Local,7,,,,Karizma,7,Pulsar 180,Local,7,
873,Karizma,NRB,STD,,,,Karizma,STD,Pulsar 180,NRB,STD,
874,Karizma,NRB,1,,,,Karizma,1,Pulsar 180,NRB,1,
875,Karizma,NRB,2,,,,Karizma,2,Pulsar 180,NRB,2,
876,Karizma,NRB,3,,,,Karizma,3,Pulsar 180,NRB,3,
877,Karizma,NRB,4,,,,Karizma,4,Pulsar 180,NRB,4,
878,Karizma,NRB,5,,,,Karizma,5,Pulsar 180,NRB,5,
879,Karizma,NRB,6,,,,Karizma,6,Pulsar 180,NRB,6,
880,Karizma,NRB,7,,,,Karizma,7,Pulsar 180,NRB,7,
881,Pulsar 150,Local,STD,,,,Pulsar 150,STD,Pulsar 150,Local,STD,
882,Pulsar 150,Local,1,,,,Pulsar 150,1,Pulsar 150,Local,1,
883,Pulsar 150,Local,2,,,,Pulsar 150,2,Pulsar 150,Local,2,
884,Pulsar 150,Local,3,,,,Pulsar 150,3,Pulsar 150,Local,3,
885,Pulsar 150,Local,4,,,,Pulsar 150,4,Pulsar 150,Local,4,
886,Pulsar 150,Local,5,,,,Pulsar 150,5,Pulsar 150,Local,5,
887,Pulsar 150,Local,6,,,,Pulsar 150,6,Pulsar 150,Local,6,
888,Pulsar 150,Local,7,,,,Pulsar 150,7,Pulsar 150,Local,7,
889,Pulsar 150,NRB,STD,,,,Pulsar 150,STD,Pulsar 150,NRB,STD,
890,Pulsar 150,NRB,1,,,,Pulsar 150,1,Pulsar 150,NRB,1,
891,Pulsar 150,NRB,2,,,,Pulsar 150,2,Pulsar 150,NRB,2,
892,Pulsar 150,NRB,3,,,,Pulsar 150,3,Pulsar 150,NRB,3,
893,Pulsar 150,NRB,4,,,,Pulsar 150,4,Pulsar 150,NRB,4,
894,Pulsar 150,NRB,5,,,,Pulsar 150,5,Pulsar 150,NRB,5,
895,Pulsar 150,NRB,6,,,,Pulsar 150,6,Pulsar 150,NRB,6,
896,Pulsar 150,NRB,7,,,,Pulsar 150,7,Pulsar 150,NRB,7,
897,Pulsar 180,Local,STD,,,,Pulsar 150,STD,Pulsar 180,Local,STD,
898,Pulsar 180,Local,1,,,,Pulsar 150,1,Pulsar 180,Local,1,
899,Pulsar 180,Local,2,,,,Pulsar 150,2,Pulsar 180,Local,2,
900,Pulsar 180,Local,3,,,,Pulsar 150,3,Pulsar 180,Local,3,
901,Pulsar 180,Local,4,,,,Pulsar 150,4,Pulsar 180,Local,4,
902,Pulsar 180,Local,5,,,,Pulsar 150,5,Pulsar 180,Local,5,
903,Pulsar 180,Local,6,,,,Pulsar 150,6,Pulsar 180,Local,6,
904,Pulsar 180,Local,7,,,,Pulsar 150,7,Pulsar 180,Local,7,
905,Pulsar 180,NRB,STD,,,,Pulsar 150,STD,Pulsar 180,NRB,STD,
906,Pulsar 180,NRB,1,,,,Pulsar 150,1,Pulsar 180,NRB,1,
907,Pulsar 180,NRB,2,,,,Pulsar 150,2,Pulsar 180,NRB,2,
908,Pulsar 180,NRB,3,,,,Pulsar 150,3,Pulsar 180,NRB,3,
909,Pulsar 180,NRB,4,,,,Pulsar 150,4,Pulsar 180,NRB,4,
910,Pulsar 180,NRB,5,,,,Pulsar 150,5,Pulsar 180,NRB,5,
911,Pulsar 180,NRB,6,,,,Pulsar 150,6,Pulsar 180,NRB,6,
912,Pulsar 180,NRB,7,,,,Pulsar 150,7,Pulsar 180,NRB,7,
913,B Compact,Local,STD,,,,Pulsar 150,STD,Pulsar 180,Local,STD,
914,B Compact,Local,1,,,,Pulsar 150,1,Pulsar 180,Local,1,
915,B Compact,Local,2,,,,Pulsar 150,2,Pulsar 180,Local,2,
916,B Compact,Local,3,,,,Pulsar 150,3,Pulsar 180,Local,3,
917,B Compact,Local,4,,,,Pulsar 150,4,Pulsar 180,Local,4,
918,B Compact,Local,5,,,,Pulsar 150,5,Pulsar 180,Local,5,
919,B Compact,Local,6,,,,Pulsar 150,6,Pulsar 180,Local,6,
920,B Compact,Local,7,,,,Pulsar 150,7,Pulsar 180,Local,7,
921,B Compact,NRB,STD,,,,Pulsar 150,STD,Pulsar 180,NRB,STD,
922,B Compact,NRB,1,,,,Pulsar 150,1,Pulsar 180,NRB,1,
923,B Compact,NRB,2,,,,Pulsar 150,2,Pulsar 180,NRB,2,
924,B Compact,NRB,3,,,,Pulsar 150,3,Pulsar 180,NRB,3,
925,B Compact,NRB,4,,,,Pulsar 150,4,Pulsar 180,NRB,4,
926,B Compact,NRB,5,,,,Pulsar 150,5,Pulsar 180,NRB,5,
927,B Compact,NRB,6,,,,Pulsar 150,6,Pulsar 180,NRB,6,
928,B Compact,NRB,7,,,,Pulsar 150,7,Pulsar 180,NRB,7,
929,Maxima,Local,STD,,,,Pulsar 150,STD,Pulsar 180,Local,STD,
930,Maxima,Local,1,,,,Pulsar 150,1,Pulsar 180,Local,1,
931,Maxima,Local,2,,,,Pulsar 150,2,Pulsar 180,Local,2,
932,Maxima,Local,3,,,,Pulsar 150,3,Pulsar 180,Local,3,
933,Maxima,Local,4,,,,Pulsar 150,4,Pulsar 180,Local,4,
934,Maxima,Local,5,,,,Pulsar 150,5,Pulsar 180,Local,5,
935,Maxima,Local,6,,,,Pulsar 150,6,Pulsar 180,Local,6,
936,Maxima,Local,7,,,,Pulsar 150,7,Pulsar 180,Local,7,
937,Maxima,NRB,STD,,,,Pulsar 150,STD,Pulsar 180,NRB,STD,
938,Maxima,NRB,1,,,,Pulsar 150,1,Pulsar 180,NRB,1,
939,Maxima,NRB,2,,,,Pulsar 150,2,Pulsar 180,NRB,2,
940,Maxima,NRB,3,,,,Pulsar 150,3,Pulsar 180,NRB,3,
941,Maxima,NRB,4,,,,Pulsar 150,4,Pulsar 180,NRB,4,
942,Maxima,NRB,5,,,,Pulsar 150,5,Pulsar 180,NRB,5,
943,Maxima,NRB,6,,,,Pulsar 150,6,Pulsar 180,NRB,6,
944,Maxima,NRB,7,,,,Pulsar 150,7,Pulsar 180,NRB,7,
945,Pulsar UG5 / BS6,Local,STD,,,,Pulsar 150,STD,Pulsar 150,Local,STD,
946,Pulsar UG5 / BS6,Local,1,,,,Pulsar 150,1,Pulsar 150,Local,1,
947,Pulsar UG5 / BS6,Local,2,,,,Pulsar 150,2,Pulsar 150,Local,2,
948,Pulsar UG5 / BS6,Local,3,,,,Pulsar 150,3,Pulsar 150,Local,3,
949,Pulsar UG5 / BS6,Local,4,,,,Pulsar 150,4,Pulsar 150,Local,4,
950,Pulsar UG5 / BS6,Local,5,,,,Pulsar 150,5,Pulsar 150,Local,5,
951,Pulsar UG5 / BS6,Local,6,,,,Pulsar 150,6,Pulsar 150,Local,6,
952,Pulsar UG5 / BS6,Local,7,,,,Pulsar 150,7,Pulsar 150,Local,7,
953,Pulsar UG5 / BS6,NRB,STD,,,,Pulsar 150,STD,Pulsar 150,NRB,STD,
954,Pulsar UG5 / BS6,NRB,1,,,,Pulsar 150,1,Pulsar 150,NRB,1,
955,Pulsar UG5 / BS6,NRB,2,,,,Pulsar 150,2,Pulsar 150,NRB,2,
956,Pulsar UG5 / BS6,NRB,3,,,,Pulsar 150,3,Pulsar 150,NRB,3,
957,Pulsar UG5 / BS6,NRB,4,,,,Pulsar 150,4,Pulsar 150,NRB,4,
958,Pulsar UG5 / BS6,NRB,5,,,,Pulsar 150,5,Pulsar 150,NRB,5,
959,Pulsar UG5 / BS6,NRB,6,,,,Pulsar 150,6,Pulsar 150,NRB,6,
960,Pulsar UG5 / BS6,NRB,7,,,,Pulsar 150,7,Pulsar 150,NRB,7,
961,CNG Auto,Local,STD,,,,CNG,STD,Pulsar 150,Local,STD,
962,CNG Auto,Local,1,,,,CNG,1,Pulsar 150,Local,1,
963,CNG Auto,Local,2,,,,CNG,2,Pulsar 150,Local,2,
964,CNG Auto,Local,3,,,,CNG,3,Pulsar 150,Local,3,
965,CNG Auto,Local,4,,,,CNG,4,Pulsar 150,Local,4,
966,CNG Auto,Local,5,,,,CNG,5,Pulsar 150,Local,5,
967,CNG Auto,Local,6,,,,CNG,6,Pulsar 150,Local,6,
968,CNG Auto,Local,7,,,,CNG,7,Pulsar 150,Local,7,
969,CNG Auto,NRB,STD,,,,CNG,STD,Pulsar 150,NRB,STD,
970,CNG Auto,NRB,1,,,,CNG,1,Pulsar 150,NRB,1,
971,CNG Auto,NRB,2,,,,CNG,2,Pulsar 150,NRB,2,
972,CNG Auto,NRB,3,,,,CNG,3,Pulsar 150,NRB,3,
973,CNG Auto,NRB,4,,,,CNG,4,Pulsar 150,NRB,4,
974,CNG Auto,NRB,5,,,,CNG,5,Pulsar 150,NRB,5,
975,CNG Auto,NRB,6,,,,CNG,6,Pulsar 150,NRB,6,
976,CNG Auto,NRB,7,,,,CNG,7,Pulsar 150,NRB,7,
977,Access Old,Local,STD,,,,Access,STD,Access,Local,STD,
978,Access Old,Local,1,,,,Access,1,Access,Local,1,
979,Access Old,Local,2,,,,Access,2,Access,Local,2,
980,Access Old,Local,3,,,,Access,3,Access,Local,3,
981,Access Old,Local,4,,,,Access,4,Access,Local,4,
982,Access Old,Local,5,,,,Access,5,Access,Local,5,
983,Access Old,Local,6,,,,Access,6,Access,Local,6,
984,Access Old,Local,7,,,,Access,7,Access,Local,7,
985,Access Old,NRB,STD,,,,Access,STD,Access,NRB,STD,
986,Access Old,NRB,1,,,,Access,1,Access,NRB,1,
987,Access Old,NRB,2,,,,Access,2,Access,NRB,2,
988,Access Old,NRB,3,,,,Access,3,Access,NRB,3,
989,Access Old,NRB,4,,,,Access,4,Access,NRB,4,
990,Access Old,NRB,5,,,,Access,5,Access,NRB,5,
991,Access Old,NRB,6,,,,Access,6,Access,NRB,6,
992,Access Old,NRB,7,,,,Access,7,Access,NRB,7,
993,SZ Heat,Local,STD,,,,SZ Heat,STD,Access,Local,STD,
994,SZ Heat,Local,1,,,,SZ Heat,1,Access,Local,1,
995,SZ Heat,Local,2,,,,SZ Heat,2,Access,Local,2,
996,SZ Heat,Local,3,,,,SZ Heat,3,Access,Local,3,
997,SZ Heat,Local,4,,,,SZ Heat,4,Access,Local,4,
998,SZ Heat,Local,5,,,,SZ Heat,5,Access,Local,5,
999,SZ Heat,Local,6,,,,SZ Heat,6,Access,Local,6,
1000,SZ Heat,Local,7,,,,SZ Heat,7,Access,Local,7,
1001,SZ Heat,NRB,STD,,,,SZ Heat,STD,Access,NRB,STD,
1002,SZ Heat,NRB,1,,,,SZ Heat,1,Access,NRB,1,
1003,SZ Heat,NRB,2,,,,SZ Heat,2,Access,NRB,2,
1004,SZ Heat,NRB,3,,,,SZ Heat,3,Access,NRB,3,
1005,SZ Heat,NRB,4,,,,SZ Heat,4,Access,NRB,4,
1006,SZ Heat,NRB,5,,,,SZ Heat,5,Access,NRB,5,
1007,SZ Heat,NRB,6,,,,SZ Heat,6,Access,NRB,6,
1008,SZ Heat,NRB,7,,,,SZ Heat,7,Access,NRB,7,
1009,Apache RTR - 160,Local,STD,,,,Apache RTR,STD,Fiero,Local,STD,
1010,Apache RTR - 160,Local,1,,,,Apache RTR,1,Fiero,Local,1,
1011,Apache RTR - 160,Local,2,,,,Apache RTR,2,Fiero,Local,2,
1012,Apache RTR - 160,Local,3,,,,Apache RTR,3,Fiero,Local,3,
1013,Apache RTR - 160,Local,4,,,,Apache RTR,4,Fiero,Local,4,
1014,Apache RTR - 160,Local,5,,,,Apache RTR,5,Fiero,Local,5,
1015,Apache RTR - 160,Local,6,,,,Apache RTR,6,Fiero,Local,6,
1016,Apache RTR - 160,Local,7,,,,Apache RTR,7,Fiero,Local,7,
1017,Apache RTR - 160,NRB,STD,,,,Apache RTR,STD,Fiero,NRB,STD,
1018,Apache RTR - 160,NRB,1,,,,Apache RTR,1,Fiero,NRB,1,
1019,Apache RTR - 160,NRB,2,,,,Apache RTR,2,Fiero,NRB,2,
1020,Apache RTR - 160,NRB,3,,,,Apache RTR,3,Fiero,NRB,3,
1021,Apache RTR - 160,NRB,4,,,,Apache RTR,4,Fiero,NRB,4,
1022,Apache RTR - 160,NRB,5,,,,Apache RTR,5,Fiero,NRB,5,
1023,Apache RTR - 160,NRB,6,,,,Apache RTR,6,Fiero,NRB,6,
1024,Apache RTR - 160,NRB,7,,,,Apache RTR,7,Fiero,NRB,7,
1025,Apache RTR - 180,Local,STD,,,,Apache RTR,STD,Fiero,Local,STD,
1026,Apache RTR - 180,Local,1,,,,Apache RTR,1,Fiero,Local,1,
1027,Apache RTR - 180,Local,2,,,,Apache RTR,2,Fiero,Local,2,
1028,Apache RTR - 180,Local,3,,,,Apache RTR,3,Fiero,Local,3,
1029,Apache RTR - 180,Local,4,,,,Apache RTR,4,Fiero,Local,4,
1030,Apache RTR - 180,Local,5,,,,Apache RTR,5,Fiero,Local,5,
1031,Apache RTR - 180,Local,6,,,,Apache RTR,6,Fiero,Local,6,
1032,Apache RTR - 180,Local,7,,,,Apache RTR,7,Fiero,Local,7,
1033,Apache RTR - 180,NRB,STD,,,,Apache RTR,STD,Fiero,NRB,STD,
1034,Apache RTR - 180,NRB,1,,,,Apache RTR,1,Fiero,NRB,1,
1035,Apache RTR - 180,NRB,2,,,,Apache RTR,2,Fiero,NRB,2,
1036,Apache RTR - 180,NRB,3,,,,Apache RTR,3,Fiero,NRB,3,
1037,Apache RTR - 180,NRB,4,,,,Apache RTR,4,Fiero,NRB,4,
1038,Apache RTR - 180,NRB,5,,,,Apache RTR,5,Fiero,NRB,5,
1039,Apache RTR - 180,NRB,6,,,,Apache RTR,6,Fiero,NRB,6,
1040,Apache RTR - 180,NRB,7,,,,Apache RTR,7,Fiero,NRB,7,
1041,Aviator,Local,STD,,,,SZ Heat,STD,Access,Local,STD,
1042,Aviator,Local,1,,,,SZ Heat,1,Access,Local,1,
1043,Aviator,Local,2,,,,SZ Heat,2,Access,Local,2,
1044,Aviator,Local,3,,,,SZ Heat,3,Access,Local,3,
1045,Aviator,Local,4,,,,SZ Heat,4,Access,Local,4,
1046,Aviator,Local,5,,,,SZ Heat,5,Access,Local,5,
1047,Aviator,Local,6,,,,SZ Heat,6,Access,Local,6,
1048,Aviator,Local,7,,,,SZ Heat,7,Access,Local,7,
1049,Aviator,NRB,STD,,,,SZ Heat,STD,Access,NRB,STD,
1050,Aviator,NRB,1,,,,SZ Heat,1,Access,NRB,1,
1051,Aviator,NRB,2,,,,SZ Heat,2,Access,NRB,2,
1052,Aviator,NRB,3,,,,SZ Heat,3,Access,NRB,3,
1053,Aviator,NRB,4,,,,SZ Heat,4,Access,NRB,4,
1054,Aviator,NRB,5,,,,SZ Heat,5,Access,NRB,5,
1055,Aviator,NRB,6,,,,SZ Heat,6,Access,NRB,6,
1056,Aviator,NRB,7,,,,SZ Heat,7,Access,NRB,7,
1057,Gixxer,Local,STD,,,,Gixxer,STD,XCD -125,Local,STD,
1058,Gixxer,Local,1,,,,Gixxer,1,XCD -125,Local,1,
1059,Gixxer,Local,2,,,,Gixxer,2,XCD -125,Local,2,
1060,Gixxer,Local,3,,,,Gixxer,3,XCD -125,Local,3,
1061,Gixxer,Local,4,,,,Gixxer,4,XCD -125,Local,4,
1062,Gixxer,Local,5,,,,Gixxer,5,XCD -125,Local,5,
1063,Gixxer,Local,6,,,,Gixxer,6,XCD -125,Local,6,
1064,Gixxer,Local,7,,,,Gixxer,7,XCD -125,Local,7,
1065,Gixxer,NRB,STD,,,,Gixxer,STD,XCD -125,NRB,STD,
1066,Gixxer,NRB,1,,,,Gixxer,1,XCD -125,NRB,1,
1067,Gixxer,NRB,2,,,,Gixxer,2,XCD -125,NRB,2,
1068,Gixxer,NRB,3,,,,Gixxer,3,XCD -125,NRB,3,
1069,Gixxer,NRB,4,,,,Gixxer,4,XCD -125,NRB,4,
1070,Gixxer,NRB,5,,,,Gixxer,5,XCD -125,NRB,5,
1071,Gixxer,NRB,6,,,,Gixxer,6,XCD -125,NRB,6,
1072,Gixxer,NRB,7,,,,Gixxer,7,XCD -125,NRB,7,
1073,Adreno,Local,STD,,,,Adreno,STD,Adreno,Local,STD,
1074,Adreno,Local,1,,,,Adreno,1,Adreno,Local,1,
1075,Adreno,Local,2,,,,Adreno,2,Adreno,Local,2,
1076,Adreno,Local,3,,,,Adreno,3,Adreno,Local,3,
1077,Adreno,Local,4,,,,Adreno,4,Adreno,Local,4,
1078,Adreno,Local,5,,,,Adreno,5,Adreno,Local,5,
1079,Adreno,Local,6,,,,Adreno,6,Adreno,Local,6,
1080,Adreno,Local,7,,,,Adreno,7,Adreno,Local,7,
1081,Adreno,NRB,STD,,,,Adreno,STD,Adreno,NRB,STD,
1082,Adreno,NRB,1,,,,Adreno,1,Adreno,NRB,1,
1083,Adreno,NRB,2,,,,Adreno,2,Adreno,NRB,2,
1084,Adreno,NRB,3,,,,Adreno,3,Adreno,NRB,3,
1085,Adreno,NRB,4,,,,Adreno,4,Adreno,NRB,4,
1086,Adreno,NRB,5,,,,Adreno,5,Adreno,NRB,5,
1087,Adreno,NRB,6,,,,Adreno,6,Adreno,NRB,6,
1088,Adreno,NRB,7,,,,Adreno,7,Adreno,NRB,7,
1089,Crux,Local,STD,,,,Crux,STD,Crux,Local,STD,
1090,Crux,Local,1,,,,Crux,1,Crux,Local,1,
1091,Crux,Local,2,,,,Crux,2,Crux,Local,2,
1092,Crux,Local,3,,,,Crux,3,Crux,Local,3,
1093,Crux,Local,4,,,,Crux,4,Crux,Local,4,
1094,Crux,Local,5,,,,Crux,5,Crux,Local,5,
1095,Crux,Local,6,,,,Crux,6,Crux,Local,6,
1096,Crux,Local,7,,,,Crux,7,Crux,Local,7,
1097,Crux,NRB,STD,,,,Crux,STD,Crux,NRB,STD,
1098,Crux,NRB,1,,,,Crux,1,Crux,NRB,1,
1099,Crux,NRB,2,,,,Crux,2,Crux,NRB,2,
1100,Crux,NRB,3,,,,Crux,3,Crux,NRB,3,
1101,Crux,NRB,4,,,,Crux,4,Crux,NRB,4,
1102,Crux,NRB,5,,,,Crux,5,Crux,NRB,5,
1103,Crux,NRB,6,,,,Crux,6,Crux,NRB,6,
1104,Crux,NRB,7,,,,Crux,7,Crux,NRB,7,
1105,Fiero,Local,STD,,,,Fiero,STD,Fiero,Local,STD,
1106,Fiero,Local,1,,,,Fiero,1,Fiero,Local,1,
1107,Fiero,Local,2,,,,Fiero,2,Fiero,Local,2,
1108,Fiero,Local,3,,,,Fiero,3,Fiero,Local,3,
1109,Fiero,Local,4,,,,Fiero,4,Fiero,Local,4,
1110,Fiero,Local,5,,,,Fiero,5,Fiero,Local,5,
1111,Fiero,Local,6,,,,Fiero,6,Fiero,Local,6,
1112,Fiero,Local,7,,,,Fiero,7,Fiero,Local,7,
1113,Fiero,NRB,STD,,,,Fiero,STD,Fiero,NRB,STD,
1114,Fiero,NRB,1,,,,Fiero,1,Fiero,NRB,1,
1115,Fiero,NRB,2,,,,Fiero,2,Fiero,NRB,2,
